"","V1","V2","V3","V4","V5"
"1",0.342730877548598,0.0124233951685616,0.673038359928634,1,1
"2",0.551751018317714,0.214160053816927,0.889341982818502,1,2
"3",-0.325031809912665,-0.666733956775648,0.0166703369503178,1,3
"4",0.012961962204447,-0.339209424628669,0.365133349037563,1,4
"5",0.292213210984055,0.0482255564525852,0.536200865515525,1,5
"6",0.450852655284614,0.164153572408878,0.73755173816035,2,1
"7",0.0320341943203094,-0.188269819265681,0.2523382079063,2,2
"8",0.179602432866744,-0.120193954484635,0.479398820218123,2,3
"9",0.312363213745723,0.0812610067132183,0.543465420778228,2,4
"10",0.119285335940014,-0.150429602942366,0.389000274822394,2,5
"11",0.272945341725954,-0.0160298346459789,0.561920518097886,2,6
"12",0.422021436934075,0.187936002812048,0.656106871056101,2,7
"13",-0.174252577659209,-0.448400235276332,0.0998950799579142,2,8
"14",0.0236401531296635,-0.170945885670081,0.218226191929408,2,9
"15",0.133537496572239,-0.0788492024407287,0.345924195585207,2,10
"16",0.203176447770185,-0.0255174321601101,0.431870327700481,3,1
"17",0.298722609030233,0.0249339133049747,0.572511304755491,3,2
"18",0.39412976041075,0.164094002750227,0.624165518071273,3,3
"19",0.00416675256233552,-0.233496795447691,0.241830300572362,3,4
"20",0.135759426122981,-0.0371361782458269,0.308655030491789,3,5
"21",0.201728177322458,-0.0226287180382861,0.426085072683201,3,6
"22",0.0689363153720256,-0.183111990232924,0.320984620976975,3,7
"23",0.194765356193907,-0.00870217278742644,0.398232885175241,3,8
"24",0.271413090678585,0.0513202670601121,0.491505914297058,3,9
"25",-0.00382706526125897,-0.198566196499053,0.190912065976535,3,10
"26",0.141639691616026,-0.0930816901778242,0.376361073409877,4,1
"27",0.234105839113022,0.0415495266844708,0.426662151541573,4,2
"28",0.28874133314788,0.0630904074389569,0.514392258856803,4,3
"29",0.0817812878337023,-0.1099090817214,0.273471657388805,4,4
"30",0.131991411342773,-0.0706841951616928,0.334667017847239,4,5
"31",0.174276131711067,-0.0263042637844767,0.374856527206611,5,1
