"","V1","V2","V3","V4","V5"
"1",-0.121242454338337,-0.450340554025507,0.207855645348833,1,1
"2",0.702806663944465,0.323707310049983,1.08190601783895,1,2
"3",0.516283890545948,0.133681577541436,0.89888620355046,1,3
"4",0.425503189067515,0.0693137302787345,0.781692647856295,1,4
"5",0.359104610177687,0.129965827380088,0.588243392975286,1,5
"6",0.311403645545554,0.0773930353276847,0.545414255763423,1,6
"7",0.607206432196173,0.250038909683974,0.964373954708372,1,7
"8",0.158059162570846,-0.127751409080293,0.443869734221984,1,8
"9",0.326254209507046,0.0925730225952976,0.559935396418794,2,1
"10",0.228055077720406,-0.0224322677942101,0.478542423235021,2,2
"11",0.148438830612145,-0.0854273014224265,0.382304962646717,2,3
"12",0.134394077316483,-0.0640019923352718,0.332790146968238,2,4
"13",0.115984034330943,-0.0841873752420865,0.316155443903973,2,5
"14",0.136119214032875,-0.114103705666693,0.386342133732443,2,6
"15",0.0156310071309737,-0.20329185831299,0.234553872574937,2,7
"16",0.577936969064301,0.260959117596157,0.894914820532444,2,8
"17",0.561305691275781,0.297923106095205,0.824688276456358,2,9
"18",0.550989419302365,0.287588707236704,0.814390131368026,2,10
"19",0.546103520667824,0.279969547926949,0.812237493408699,2,11
"20",0.652744184398097,0.364132366710606,0.941356002085588,2,12
"21",0.421633870870701,0.146889048433223,0.69637869330818,2,13
"22",0.392931921941192,0.124766867913824,0.661096975968561,2,14
"23",0.384144382010799,0.123136974659075,0.645151789362523,2,15
"24",0.384975703583552,0.121243906904544,0.648707500262559,2,16
"25",0.485497337964154,0.211185480447768,0.75980919548054,2,17
"26",0.309200685637759,0.029019704370488,0.589381666905031,2,18
"27",0.42296310102047,0.178093852590824,0.667832349450116,2,19
"28",0.413428688232112,0.17110166254715,0.655755713917075,2,20
"29",0.501028912594455,0.228103019012611,0.773954806176299,2,21
"30",0.307283650787682,0.0769863762068846,0.537580925368479,2,22
"31",0.331920583527877,0.103886204798506,0.559954962257248,2,23
"32",0.394498981988247,0.116874527639158,0.672123436337335,2,24
"33",0.252053525290372,0.0219432671601034,0.48216378342064,2,25
"34",0.398063756268464,0.110124675979045,0.686002836557882,2,26
"35",0.233507012112439,-0.00544119405881788,0.472455218283695,2,27
"36",0.290508402279881,-0.00388588976637999,0.584902694326141,2,28
"37",0.408869331648428,0.190137407827179,0.627601255469677,3,1
"38",0.353416109916968,0.160163225360396,0.546668994473539,3,2
"39",0.350487201187146,0.154399325383802,0.54657507699049,3,3
"40",0.348532874204991,0.150422609422337,0.546643138987645,3,4
"41",0.381208142608393,0.162883471018833,0.599532814197952,3,5
"42",0.254572870424312,0.0479403319426687,0.461205408905955,3,6
"43",0.240704238979502,0.036071498288037,0.445336979670968,3,7
"44",0.251487596839674,0.0466691015212509,0.456306092158098,3,8
"45",0.254218726729683,0.0477900648541113,0.460647388605254,3,9
"46",0.264887467272555,0.0487428450280573,0.481032089517052,3,10
"47",0.183576139447666,-0.0347092084502945,0.401861487345627,3,11
"48",0.234402477056869,0.0467050349013216,0.422099919212417,3,12
"49",0.225714101281145,0.0390971302023435,0.412331072359946,3,13
"50",0.247454450820117,0.0348993794216769,0.460009522218557,3,14
"51",0.152953878441642,-0.0300083973099134,0.335916154193197,3,15
"52",0.186893471542195,0.00162514887221593,0.372161794212175,3,16
"53",0.195952848011686,-0.0133388703711289,0.4052445663945,3,17
"54",0.127996903600302,-0.0595792847671361,0.315573091967741,3,18
"55",0.193735224249437,-0.0224793081619642,0.409949756660838,3,19
"56",0.115897727823941,-0.0766721700718711,0.308467625719752,3,20
"57",0.122926664729064,-0.0997121960785911,0.34556552553672,3,21
"58",0.499410581766895,0.252700320245841,0.746120843287948,3,22
"59",0.492293640720128,0.238466596258233,0.746120685182023,3,23
"60",0.492364146774737,0.236333375847443,0.748394917702031,3,24
"61",0.550313121689582,0.288808637747066,0.811817605632098,3,25
"62",0.424915829838189,0.162299974322973,0.687531685353405,3,26
"63",0.508253440892841,0.281954972916158,0.734551908869523,3,27
"64",0.507678844835133,0.281785204809549,0.733572484860716,3,28
"65",0.576667400053543,0.340116764697535,0.813218035409552,3,29
"66",0.431277163297343,0.212971713592309,0.649582613002377,3,30
"67",0.448926948328196,0.213175624673946,0.684678271982445,3,31
"68",0.50596056075969,0.250752242430037,0.761168879089342,3,32
"69",0.387143156805139,0.152057089823771,0.622229223786507,3,33
"70",0.507676762101351,0.247139278313395,0.768214245889308,3,34
"71",0.378756713394869,0.139354910497686,0.618158516292053,3,35
"72",0.426565350344606,0.163190925399919,0.689939775289292,3,36
"73",0.36499104440057,0.146310956142912,0.583671132658227,3,37
